Fecha,CARBON,GAS,GAS NI,COMBUSTOLEO
2020-02-18,115.137847,250.1276997,,590.1681986
2020-02-19,115.137847,250.1276997,,590.1681986
2020-02-20,115.137847,250.1276997,,590.1681986
2020-02-21,115.137847,250.1276997,,590.1681986
2020-02-22,115.137847,244.6649734,,621.3138708
2020-02-23,115.137847,244.6649734,,590.1681986
2020-02-24,115.137847,244.6649734,,590.1681986
2020-02-25,115.137847,244.6649734,,590.1681986
2020-02-26,115.137847,244.6649734,,590.1681986
2020-02-27,115.137847,244.6649734,,590.1681986
2020-02-28,115.137847,244.6649734,,590.1681986
2020-02-29,108.217452,247.7322472,,605.8716775
2020-03-01,,240.3836814,,590.1681986
2020-03-02,,240.3836814,,590.1681986
2020-03-03,,240.3836814,,590.1681986
2020-03-04,,240.3836814,,590.1681986
2020-03-05,,240.3836814,,590.1681986
2020-03-06,,240.3836814,,590.1681986
2020-03-07,,239.9576074,,605.8716775
2020-03-08,,239.9576074,,590.1681986
2020-03-09,,239.9576074,,590.1681986
2020-03-10,,239.9576074,,590.1681986
2020-03-11,,239.9576074,,590.1681986
2020-03-12,,239.9576074,,590.1681986
2020-03-13,,239.9576074,,590.1681986
2020-03-14,,267.3962578,,590.7785707
2020-03-15,,267.3962578,,590.1681986
2020-03-16,,267.3962578,,590.1681986
2020-03-17,,267.3962578,,590.1681986
2020-03-18,,267.3962578,,590.1681986
2020-03-19,,267.3962578,,590.1681986
2020-03-20,,267.3962578,,590.1681986
2020-03-21,,277.7726755,,600.741173
2020-03-22,,277.7726755,,590.1681986
2020-03-23,,277.7726755,,590.1681986
2020-03-24,,277.7726755,,590.1681986
2020-03-25,,277.7726755,,590.1681986
2020-03-26,,277.7726755,,590.1681986
2020-03-27,,277.7726755,,590.1681986
2020-03-28,,274.8089228,,615.6703158
2020-03-29,,274.8089228,,590.1681986
2020-03-30,,274.8089228,,590.1681986
2020-03-31,,274.8089228,,590.1681986
2020-04-01,,288.1668119,,590.1681986
2020-04-02,,288.1668119,,590.1681986
2020-04-03,,288.1668119,,590.1681986
2020-04-04,,291.6316975,,615.6703158
2020-04-05,,291.6316975,,590.1681986
2020-04-06,,291.6316975,,590.1681986
2020-04-07,,291.6316975,,590.1681986
2020-04-08,,291.6316975,,590.1681986
2020-04-09,,291.6316975,,590.1681986
2020-04-10,,291.6316975,,590.1681986
2020-04-11,,280.1772351,,598.9324046
2020-04-12,,280.1772351,,590.1681986
2020-04-13,,280.1772351,,590.1681986
2020-04-14,,280.1772351,,590.1681986
2020-04-15,,280.1772351,,590.1681986
2020-04-16,,280.1772351,,590.1681986
2020-04-17,,280.1772351,,590.1681986
2020-04-18,,271.7541417,,598.9324046
2020-04-19,,271.7541417,,590.1681986
2020-04-20,,271.7541417,,590.1681986
2020-04-21,,271.7541417,,590.1681986
2020-04-22,,271.7541417,,590.1681986
2020-04-23,,271.7541417,,590.1681986
2020-04-24,,271.7541417,,590.1681986
2020-04-25,,272.8052934,,598.9324046
2020-04-26,,272.8052934,,590.1681986
2020-04-27,,272.8052934,,590.1681986
2020-04-28,,272.8052934,,590.1681986
2020-04-29,74.55659823,186.4479722,196.0299353,558.6259085
2020-04-30,74.55712629,187.2215058,187.025625,558.6259085
2020-05-01,75.72746598,176.9656946,242.2098283,558.6259085
2020-05-02,75.6385759,164.8872457,242.2049734,558.6259085
2020-05-03,75.64093291,167.5219745,242.2096034,558.6259085
2020-05-04,75.71112366,170.1274626,242.206458,558.6259085
2020-05-05,75.72488535,170.9677954,242.206458,558.6259085
2020-05-06,75.6790926,203.568298,242.1679509,558.6259085
2020-05-07,75.6000868,187.5237379,242.1679509,558.6259085
2020-05-08,75.52994319,191.3974706,241.1890684,558.6259085
2020-05-09,75.48790615,189.2109978,242.1275436,558.6259085
2020-05-10,75.64308178,197.8268533,240.4160042,558.6259085
2020-05-11,75.77927028,203.5006213,240.2973822,558.6259085
2020-05-12,75.64775999,197.6862304,240.2973822,558.6259085
2020-05-13,75.68766463,196.4251975,241.2481772,562.1526556
2020-05-14,75.64455821,199.1846252,241.2481772,562.1526556
2020-05-15,75.5440207,196.9707646,232.0474715,562.1526556
2020-05-16,75.84316979,189.2703057,232.3833824,562.2974951
2020-05-17,75.86363387,190.3374273,232.1815682,562.1831682
2020-05-18,75.82524723,196.3257491,231.5947598,596.3688053
2020-05-19,75.79150986,198.0522775,202.5419711,561.6447228
2020-05-20,75.76886215,197.5735711,202.3797848,595.108035
2020-05-21,75.73762627,189.6468267,202.3797848,595.108035
2020-05-22,75.72390879,177.3541009,198.1425533,595.108035
2020-05-23,75.73334007,180.8139985,198.1425533,595.108035
2020-05-24,74.79794081,179.6941001,197.8100627,595.1090289
2020-05-25,74.79362777,180.4698276,197.8100627,595.1092027
2020-05-26,74.76753784,177.7778791,169.7617471,595.1125711
2020-05-27,75.10027801,174.1454377,173.5230377,595.1194737
2020-05-28,75.02321721,175.6965258,177.3547767,595.1194737
2020-05-29,74.99015527,180.8093406,167.8218771,595.1334496
2020-05-30,74.96647386,195.031898,167.8218771,595.1390257
2020-05-31,74.9461103,175.4007163,168.7504175,595.1445124
2020-06-01,75.97182485,182.5351046,169.1356017,595.1445124
2020-06-02,76.03377966,175.2782347,169.5973729,594.104509
2020-06-03,76.00075444,177.0029412,169.2413724,594.0415914
2020-06-04,75.93549698,176.7320329,168.8905616,584.5279106
2020-06-05,75.66076121,177.8925515,168.9441684,584.5279106
2020-06-06,75.52916506,166.946149,169.5605821,584.5279106
2020-06-07,75.5467987,163.0040056,175.3720569,584.5279106
2020-06-08,75.57865867,166.3977465,178.3127225,584.5279106
2020-06-09,75.52621211,161.8001836,522.5361238,584.5279106
2020-06-10,75.47275665,161.9891014,187.4280907,584.5279106
2020-06-11,75.60139303,171.4648796,192.9724466,584.5279206
2020-06-12,75.57937981,167.7698593,185.0701127,584.5325287
2020-06-13,75.54703949,171.8231565,502.1861044,584.5366597
2020-06-14,75.60684535,167.8900069,502.285782,584.5367914
2020-06-15,75.5953061,164.4895222,508.1906936,584.5367914
2020-06-16,75.77896967,165.9906398,504.7614505,583.5602325
2020-06-17,75.77262315,161.8441372,506.5811593,583.5605153
2020-06-18,75.73606151,159.061855,505.5389432,583.5607781
2020-06-19,75.71088102,159.1901337,503.6942572,583.5610832
2020-06-20,75.68623721,175.4106194,178.6376042,583.5614055
2020-06-21,75.69524694,177.0406115,176.9371356,583.5620859
2020-06-22,75.69453913,170.3638627,177.5151186,583.5620859
2020-06-23,75.66025755,170.9807764,176.8449043,583.5620859
2020-06-24,74.72875776,174.1349573,174.4727413,583.5620859
2020-06-25,74.76784416,176.2793253,176.9590039,583.5623073
2020-06-26,74.74601551,188.0988695,180.1980493,583.5626898
2020-06-27,75.13356695,189.6100019,179.8930682,583.5626898
2020-06-28,75.23070261,179.6820148,179.9565403,583.5626898
2020-06-29,75.15191489,171.235482,184.704977,583.5626898
2020-06-30,74.99875128,171.0888943,187.0101374,583.5626898
2020-07-01,73.54602366,195.2941227,180.7128417,583.5626898
2020-07-02,73.68397832,183.495828,181.0974744,583.6430403
2020-07-03,73.61742052,182.4659275,181.0258164,583.6430403
2020-07-04,72.51644709,181.5355946,180.4161945,583.6430403
2020-07-05,72.51644709,176.3108034,180.5240697,583.6430403
2020-07-06,73.67647347,165.1290468,180.6139506,583.6951506
2020-07-07,73.40757985,168.6301806,180.7239819,583.6035544
2020-07-08,73.41348881,177.3511682,186.1383737,583.6042954
2020-07-09,72.46335221,175.759733,180.8702023,583.6050316
2020-07-10,72.83560282,175.2517037,188.5720092,583.6053292
2020-07-11,73.22325673,178.6876932,182.7271065,583.6062009
2020-07-12,73.22325673,180.4855923,180.5746825,583.6064072
2020-07-13,73.43782521,180.6276596,185.7073014,583.6064072
2020-07-14,73.29195445,179.4127983,185.681181,583.6064072
2020-07-15,73.33772968,177.0295208,188.7188528,583.6064072
2020-07-16,74.07271848,166.1621625,187.9894782,583.6064072
2020-07-17,73.54666273,169.3698767,188.3142595,583.6064072
2020-07-18,72.3504453,166.4206434,188.3142595,583.6064072
2020-07-19,72.0899337,160.2992883,188.3142595,583.6064072
2020-07-20,72.18998058,162.5726383,188.3142595,583.6064072
2020-07-21,74.59217491,159.9570623,188.3142595,583.6064072
2020-07-22,73.86935853,159.5773838,188.1231121,583.6064072
2020-07-23,73.61821226,163.0879122,182.7507038,583.6064072
2020-07-24,73.73536701,156.4100751,188.3781026,583.6064072
2020-07-25,73.512189,160.2797117,186.1437238,583.6064072
2020-07-26,73.512189,162.5925717,187.9444458,583.6074127
2020-07-27,73.70824463,161.1139576,184.7740706,583.6075977
2020-07-28,73.82544492,161.7275662,184.61178,583.6083294
2020-07-29,73.10841916,155.9781532,188.8496099,583.6090535
2020-07-30,73.21559388,154.2654807,188.8351119,583.0501251
2020-07-31,72.97470831,168.0760597,189.0171423,583.0500611
2020-08-01,73.24651942,489.5013154,712.2103452,1304.761658
2020-08-02,73.2471923,511.1849725,743.8114612,1304.761782
2020-08-03,73.22867388,513.1674668,743.8114612,1304.761822
2020-08-04,73.22570285,529.7200466,729.3876448,1304.761945
2020-08-05,73.21410135,528.3676216,734.0247738,1304.762011
2020-08-06,73.19947827,536.2617981,747.2644033,1304.762133
2020-08-07,73.19512533,506.4138219,728.9770893,1304.762256
2020-08-08,73.19667179,531.2012949,729.1905061,1304.762391
2020-08-09,73.19667179,512.6619347,746.758583,1304.762391
2020-08-10,73.18759406,517.6176416,746.758583,1304.762584
2020-08-11,73.17686396,609.4466795,952.0438875,1304.762647
2020-08-12,73.10036741,609.5576754,953.6018176,1304.762708
2020-08-13,73.11492534,578.1116829,929.6454566,1304.402651
2020-08-14,73.05301376,584.0889994,958.2105139,1304.401046
2020-08-15,73.14141349,577.7057978,935.7925839,1304.400734
2020-08-16,73.14141349,520.1463848,913.5759874,1304.400638
2020-08-17,73.06841945,591.5376634,958.2105139,1304.400381
2020-08-18,73.03738997,512.1207822,956.8045816,1304.400297
2020-08-19,73.12606444,590.6628057,943.2695937,1304.399904
2020-08-20,72.33755516,566.0427629,966.6679344,1304.399485
2020-08-21,72.17582034,578.0666425,951.9030186,1304.399485
2020-08-22,72.17582034,505.4242075,933.7491202,1304.399485
2020-08-23,72.17582034,598.5830545,971.4392063,1304.399485
2020-08-24,72.16378658,630.727502,971.4392063,1304.399485
2020-08-25,72.15570392,629.5062252,973.6686943,1304.399485
2020-08-26,72.14459484,616.2791853,976.8771506,1304.399485
2020-08-27,72.13368686,630.9842923,974.0692425,1304.399485
2020-08-28,73.06118896,571.6325814,970.4751757,1304.399485
2020-08-29,73.05037282,564.2217129,962.3569529,1304.399485
2020-08-30,73.05037282,603.0892683,944.9503149,1304.399485
2020-08-31,73.03866669,563.3513267,960.3243428,1304.399485
2020-09-01,74.48961375,562.1668955,1015.420349,1304.399485
2020-09-02,74.39636576,673.1064297,1030.490881,1304.399485
2020-09-03,74.48326803,538.2293452,939.0609901,1304.399485
2020-09-04,74.33289272,547.1034462,939.0362882,1304.399485
2020-09-05,74.34809384,568.9779979,940.2389539,1304.399485
2020-09-06,74.34809384,590.3229969,920.1397232,1304.399485
2020-09-07,74.34408772,603.4610829,1004.182139,1304.140312
2020-09-08,74.46079879,574.2307573,910.0718804,1304.135547
2020-09-09,74.45817787,574.9678049,999.3887948,1304.134903
2020-09-10,74.43784756,550.7611662,940.5800619,1304.134903
2020-09-11,74.41953144,549.8940864,1026.120178,1304.134903
2020-09-12,74.40964997,575.10694,838.7249659,1303.746578
2020-09-13,74.40048852,529.8435513,924.8118104,1303.746578
2020-09-14,74.41571775,509.8604133,817.8227299,1303.746578
2020-09-15,74.38409907,526.6141079,818.8649498,1303.746578
2020-09-16,74.38075885,580.5929077,812.2160736,1303.767836
2020-09-17,74.38326191,551.0492434,803.9178956,1303.766838
2020-09-18,74.37956523,546.150612,807.6437567,1303.764831
2020-09-19,74.37956523,552.5371811,836.6356798,1303.762866
2020-09-20,74.37956523,531.9679728,847.4236421,1303.760843
2020-09-21,74.3891495,551.6707029,833.6062048,1303.760843
2020-09-22,74.37404647,542.9733993,852.6516749,1303.760843
2020-09-23,74.36636879,559.6811849,844.8747037,1303.621675
2020-09-24,74.35858361,569.2770608,877.164013,1303.62089
2020-09-25,74.36053614,585.6045472,859.8635331,1303.62089
2020-09-26,74.36053614,622.1253339,1140.087685,1303.62089
2020-09-27,74.36053614,677.7790783,1109.261952,1303.62089
2020-09-28,74.35394189,707.1264345,1161.225484,1303.414898
2020-09-29,74.34769592,689.8755911,1119.492311,1303.414145
2020-09-30,74.32167123,662.7686063,1146.245246,1303.414145
2020-10-01,74.13749904,653.6237406,1104.114043,1303.414145
2020-10-02,74.14235238,653.5741291,1085.325449,1303.414145
2020-10-03,74.14235238,665.4730265,1205.90927,1303.414145
2020-10-04,74.14235238,636.526841,1113.441654,1303.414145
2020-10-05,74.13765429,636.1180239,1111.254108,1303.414145
2020-10-06,74.13837843,621.909554,1104.035173,1303.414145
2020-10-07,74.13837668,614.0831467,1102.716486,1303.414145
2020-10-08,74.13702476,623.1686395,1103.967683,1303.414145
2020-10-09,74.13441902,636.6676774,1100.216465,1303.414145
2020-10-10,74.13441902,654.9981395,1093.852916,1303.414145
2020-10-11,74.13441902,707.132813,1204.773312,1303.414145
2020-10-12,74.13441902,709.4062272,1098.036406,1303.414145
2020-10-13,74.11651804,721.0905724,1191.031322,1303.414145
2020-10-14,74.11332446,768.4186589,1106.034791,1303.414145
2020-10-15,74.11751969,700.0947435,1202.414061,1303.414145
2020-10-16,74.12914193,216.5944681,301.7026425,581.7029075
2020-10-17,74.12918469,219.5726486,300.1094144,581.7029075
2020-10-18,74.12918469,216.9383407,307.9915987,581.7029075
2020-10-19,74.11982862,204.6490076,303.9376871,581.7029075
2020-10-20,74.11885065,215.3539992,301.0921452,581.7029075
2020-10-21,74.11555716,206.3681153,311.5533385,581.7029075
2020-10-22,74.11221958,202.7244869,304.7316083,581.6935573
2020-10-23,74.11228672,206.4314418,305.3168022,581.6935573
2020-10-24,74.11228672,204.4820072,300.5330811,581.6935573
2020-10-25,74.11228672,208.3011529,310.7499105,581.6935573
2020-10-26,74.12303414,205.6532539,300.4825802,581.6022889
2020-10-27,74.12222025,206.3714696,305.4314867,581.6014003
2020-10-28,74.1236581,205.4376879,300.514129,581.5995484
2020-10-29,74.12797074,208.7460518,301.4323227,581.5979787
2020-10-30,74.13688695,207.5480566,308.0180487,581.5979787
2020-10-31,74.13688695,207.2115727,312.0168994,581.5979787
2020-11-01,73.86664425,209.0037693,295.8807561,581.5946015
2020-11-02,73.86664425,222.72212,295.8807561,581.5934965
2020-11-03,74.03798943,206.4044316,295.8807561,575.7451638
2020-11-04,74.03847167,205.8367388,295.2972057,575.7440685
2020-11-05,74.03965161,216.5864565,284.4485387,575.7429765
2020-11-06,74.04147086,222.4489419,294.3061908,575.7418796
2020-11-07,74.04179474,225.6681542,293.8801308,575.7418796
2020-11-08,74.04179474,215.3584387,279.0716986,575.7407281
2020-11-09,74.03842364,210.0528278,293.8801308,575.5329132
2020-11-10,74.03277767,206.3095693,292.3503679,575.5303792
2020-11-11,74.02763988,211.4731883,292.4226675,575.5291081
2020-11-12,74.02945718,212.929289,285.7626278,575.3375072
2020-11-13,74.03542665,225.5629535,291.0869344,575.336079
2020-11-14,74.03274126,224.8401124,289.4876427,575.3341745
2020-11-15,74.032088,214.6177781,292.2473199,575.3341745
2020-11-16,74.03324524,231.6550808,277.8280549,575.3341745
2020-11-17,74.03109208,223.2608264,292.2473199,575.3341745
2020-11-18,74.02950532,220.0763427,289.5953363,575.3333148
2020-11-19,74.02936026,206.1318065,282.4367497,575.3315548
2020-11-20,74.01924691,210.4276479,292.3661575,575.329608
2020-11-21,74.01257431,211.446035,292.4126952,575.329608
2020-11-22,74.03752154,205.7053258,282.8080301,575.329608
2020-11-23,74.03965494,203.7179798,277.9540143,575.329608
2020-11-24,74.03628448,214.2667622,291.9889027,575.3287351
2020-11-25,74.02013412,218.6785477,292.3020019,543.7536743
2020-11-26,74.0328591,219.4154399,291.9222204,543.7526691
2020-11-27,74.03371874,221.0484567,291.7746709,575.3240365
2020-11-28,74.0274416,222.1267475,283.1611897,575.3214604
2020-11-29,74.0274416,210.1769832,295.3977757,575.3214604
2020-11-30,74.03128454,217.9599371,289.6113484,575.1238783
2020-12-01,71.9728635,202.0710965,279.9645462,574.9707337
2020-12-02,71.98957052,199.4194386,265.3146906,574.9707337
2020-12-03,71.99438063,209.8990155,278.9900786,574.8385475
2020-12-04,72.01198436,201.0755014,278.1296285,574.7261938
2020-12-05,72.00471205,206.6398252,264.161687,574.7261938
2020-12-06,72.09218966,207.7580842,264.161687,574.7261938
2020-12-07,72.0954374,213.4568223,277.4960286,574.7208595
2020-12-08,72.08957452,206.9176416,278.2328425,574.7208595
2020-12-09,72.09377189,220.6354856,278.2328425,574.7183409
2020-12-10,72.09033513,198.4222994,273.7378086,575.0037686
2020-12-11,72.10136536,205.8294114,277.588627,575.0007986
2020-12-12,72.10136536,205.6812091,270.4234491,574.996738
2020-12-13,72.10136536,205.7350296,263.7307665,574.996738
2020-12-14,72.09738186,214.1180149,277.3320044,574.9884587
2020-12-15,72.09344216,213.5857494,277.2243026,574.9844144
2020-12-16,72.0689399,210.1732972,277.1490112,574.960396
2020-12-17,72.06189771,218.126645,277.0454647,574.9399337
2020-12-18,72.06949464,217.6046645,276.9558795,574.9357846
2020-12-19,72.06676511,208.8645377,276.8116263,574.9357846
2020-12-20,72.06680047,203.510343,277.1127782,574.9357846
2020-12-21,72.07309603,201.5185418,277.1127782,576.7669197
2020-12-22,72.07379347,201.9255387,277.4809252,576.7475491
2020-12-23,72.08316132,202.8845064,277.5223106,576.7382291
2020-12-24,72.07219193,199.7113339,264.3518287,576.7342796
2020-12-25,72.07053501,199.050484,264.4943719,576.7327897
2020-12-26,72.07270009,202.2832016,273.0222506,576.7318076
2020-12-27,72.07270009,202.643727,278.3345609,576.7302482
2020-12-28,72.3064859,214.5047715,264.4943719,576.726301
2020-12-29,72.36716121,214.1917726,264.5148799,576.7234036
2020-12-30,72.4669717,210.1628366,278.140598,576.707385
2020-12-31,72.48074598,209.5476575,277.3162148,576.7058161
2021-01-01,74.12591062,221.1749047,288.1672648,576.7009437
2021-01-02,74.12591062,212.2425184,273.5174092,576.698505
2021-01-03,74.12591062,204.9954674,287.1927972,576.6966352
2021-01-04,74.16032055,203.994528,286.3323471,576.6927571
2021-01-05,74.24682,210.9852442,272.3644057,576.6883434
2021-01-06,74.35398638,202.6202012,272.3644057,576.684232
2021-01-07,74.46805769,223.5417658,285.6987473,576.6801459
2021-01-08,74.53195029,219.5643129,286.4355611,576.6760696
2021-01-09,74.56672953,226.3535429,286.4355611,576.6725346
2021-01-10,74.57091724,228.3176619,281.9405273,576.6686246
2021-01-11,74.77320642,226.0093518,285.7913456,576.6657099
2021-01-12,74.82027998,211.3661445,278.6261677,576.9129337
2021-01-13,74.87648978,202.8463342,271.9334852,576.909447
2021-01-14,74.92908185,204.278034,285.5347231,576.9059533
2021-01-15,73.5828173,210.9997376,285.4270213,577.1076372
2021-01-16,75.04779252,204.008543,285.3517299,577.1063587
2021-01-17,75.08204871,204.2705422,285.2481834,577.1049004
2021-01-18,75.13349109,204.7896124,285.1585982,577.1030759
2021-01-19,75.03530686,214.7924463,285.0143449,589.4675589
2021-01-20,73.66909975,199.1872593,285.3154969,589.4664674
2021-01-21,75.15022686,203.6386434,285.3154969,589.4654015
2021-01-22,75.21499856,219.9041223,285.6836438,589.464077
2021-01-23,75.21413611,211.383123,285.7250292,589.4629808
2021-01-24,73.87906893,201.7013243,272.5545474,589.4601066
2021-01-25,75.37066587,201.6798083,272.6970905,589.458897
2021-01-26,75.39870087,202.3385571,281.2249693,589.4580098
2021-01-27,75.46170759,205.5296264,286.5372795,589.4570125
2021-01-28,75.50254106,210.3033093,272.6970905,589.4557306
2021-01-29,75.56588611,210.0564649,272.7175986,589.6530445
2021-01-30,75.60615294,211.8939104,286.3433166,589.6504603
2021-01-31,75.66371564,205.1265046,285.5189335,589.6480821
2021-02-01,74.18645147,194.5327894,292.0635319,556.0274256
2021-02-02,75.35608327,198.4668712,255.500371,589.6463706
2021-02-03,75.38811761,205.6100944,296.1310313,589.645537
2021-02-04,75.41991367,204.3479734,286.2340878,589.6442179
2021-02-05,75.42250862,209.5195136,291.994042,590.1550482
2021-02-06,75.42732092,205.2890526,282.3337531,590.1542066
2021-02-07,75.44779982,202.9281738,282.0726344,590.1536522
2021-02-08,75.48539899,207.5194231,287.5321065,590.1527522
2021-02-09,75.21376487,208.4886392,289.8899779,590.1519723
2021-02-10,75.33900128,202.9439194,275.6210298,590.1511907
2021-02-11,75.38953368,202.2807646,275.2910034,590.1504117
2021-02-12,75.42165962,207.3506245,289.4001423,590.1496361
2021-02-13,75.4488606,193.9690595,284.0138493,590.1490887
2021-02-14,75.46068179,211.019118,278.6199941,590.1483146
2021-02-15,75.48798671,202.3167867,289.2357455,590.1475459
2021-02-16,75.49646885,208.0841399,289.2357455,590.1474599
2021-02-17,75.52062003,220.3768738,290.8396774,590.1474599
2021-02-18,75.52323334,214.159827,292.743064,590.6275321
2021-02-19,75.75795039,204.8676223,279.8957855,590.6275321
2021-02-20,75.75752074,198.5943358,285.195944,590.6275321
2021-02-21,75.75752074,216.6942018,285.2473999,590.6275321
2021-02-22,75.7971647,213.5613737,284.5192352,590.6272669
2021-02-23,75.8120023,207.1988683,290.6911607,590.6269927
2021-02-24,75.82296402,205.9908767,289.9886063,590.6267174
2021-02-25,75.86629917,203.3683624,284.7805874,590.6262336
2021-02-26,75.90024554,204.4817058,290.4532885,590.6259613
2021-02-27,75.94566499,210.4639287,291.0598793,590.6257886
2021-02-28,75.97197688,213.2810506,276.1420841,590.6256363
2021-03-01,78.35833041,214.4213377,290.3166179,590.6253156
2021-03-02,78.35577458,222.5822379,294.67389,590.6249269
2021-03-03,78.62808417,227.6332955,290.9195308,590.6245714
2021-03-04,78.64906236,214.8335925,290.908267,591.0560075
2021-03-05,78.56945028,208.0183965,290.6236251,591.0561807
2021-03-06,78.57831028,208.0786598,294.3530787,591.0563135
2021-03-07,78.57653718,210.9458983,299.5504203,591.0564112
2021-03-08,78.56926508,203.8276198,290.4524628,591.0564112
2021-03-09,78.79023103,202.7708488,290.1563976,591.0564112
2021-03-10,78.79615195,201.0862773,289.7152734,591.0564112
2021-03-11,78.77471541,218.4537389,289.2395127,592.7942832
2021-03-12,78.74447922,220.6563909,291.6618556,593.3694565
2021-03-13,78.73883578,213.4613774,286.8419916,593.3694565
2021-03-14,78.75139834,217.6508618,296.9309764,593.3694565
2021-03-15,78.73678538,214.2241495,287.5317563,593.3694565
2021-03-16,78.72419366,218.5598069,286.4254378,593.370192
2021-03-17,78.73475663,213.521658,286.3587099,593.373312
2021-03-18,78.74665405,219.9893037,294.5624514,593.3759211
2021-03-19,78.7357504,208.6429356,287.33313,593.3762424
2021-03-20,78.6537399,212.5775708,296.8069085,593.3762424
2021-03-21,78.74032134,206.8585317,289.5339658,559.2237445
2021-03-22,78.73765998,207.4764638,289.5339658,559.2237445
2021-03-23,78.71451461,207.6162351,289.7719912,559.2237445
2021-03-24,78.7084088,207.0899078,290.3646744,559.2237445
2021-03-25,78.63016949,207.8986956,290.8843407,559.2237445
2021-03-26,78.69258112,208.9998646,290.870738,559.2237445
2021-03-27,78.69258112,204.2972291,275.6479917,559.2237445
2021-03-28,78.74339266,213.919018,288.3583753,559.2237445
2021-03-29,78.76332438,215.9862489,296.2068664,559.2237445
2021-03-30,78.78787197,215.3935858,291.5634524,559.2237445
2021-03-31,78.90550513,222.0615068,291.759878,559.2237445
2021-04-01,79.82039919,213.8936589,282.4516397,559.2237445
2021-04-02,79.82097931,225.058682,282.4516397,559.2237445
2021-04-03,79.82640803,224.7536828,290.2624343,559.2248714
2021-04-04,79.83645063,220.319509,277.8658753,559.2264067
2021-04-05,79.83222435,226.1249417,286.5655082,559.2285807
2021-04-06,79.8398911,226.4550129,302.4264681,559.2307678
2021-04-07,79.82107421,217.8715535,282.0278083,559.2310293
2021-04-08,79.82580238,224.1483622,281.9579294,559.2310293
2021-04-09,79.85645355,209.7105786,281.8876706,559.2324762
2021-04-10,79.51053265,215.2722003,282.0922439,559.2338474
2021-04-11,79.51405101,209.6787392,282.0922439,559.2353787
2021-04-12,79.53900894,205.4356122,282.0922439,559.2375231
2021-04-13,79.94915304,205.6648523,282.1345257,559.2377795
2021-04-14,80.00367613,206.5159392,282.2940321,559.2377795
2021-04-15,79.52542871,208.5657337,282.2854238,559.2394239
2021-04-16,80.10337916,207.5532492,282.1281481,559.2410279
2021-04-17,80.13699489,218.1933804,303.4849102,559.2426772
2021-04-18,80.17004768,207.014812,296.6630574,559.2442384
2021-04-19,80.18099517,218.0746982,298.6542314,559.2457493
2021-04-20,79.67096264,214.8040055,285.6096801,559.2473543
2021-04-21,80.25702908,221.2849618,304.8970188,560.2741227
2021-04-22,80.30874056,208.8961147,301.2583589,560.2764944
2021-04-23,80.31378099,207.5534781,301.7116491,560.2764944
2021-04-24,79.82697553,214.3004596,286.0697995,560.2789269
2021-04-25,80.34519636,209.5799693,290.9268301,560.2789269
2021-04-26,80.39419857,209.3918337,300.9124841,563.4536513
2021-04-27,80.42772524,210.3956958,286.33712,563.4536513
